path_id,t,S,VS,delta_S,delta_V,gain_S,gain_V,tc,cum_pnl
50,4,104.5721,15.7675,0.5401,0.2820,3.7702,-0.0207,0.0000,8.6557
50,5,111.6430,15.6976,0.5749,0.3171,1.3239,0.5389,0.0000,10.5184
50,6,114.0939,17.6087,0.5301,0.2031,1.9911,0.4545,0.0000,12.9640
50,7,117.5572,19.0421,0.5039,0.1332,-3.4812,0.1583,0.0000,9.6411
50,8,110.9906,19.8217,0.4476,0.0522,6.1916,-0.7673,0.0000,15.0654
50,9,123.2778,14.0623,0.6662,0.4594,0.6821,0.0010,0.0001,15.7483
50,10,124.8016,14.0813,0.6879,0.4907,0.3410,0.9699,0.0000,17.0592
50,11,125.3135,16.1924,0.6204,0.3371,6.8083,-2.1397,0.0001,21.7277
50,12,135.2104,11.8319,0.8041,0.6854,-0.4444,-0.9498,0.0001,20.3335
50,13,134.4941,9.0144,0.9174,1.0168,5.1419,-0.6906,0.0001,24.7847
50,14,140.8889,8.0069,1.0205,1.2854,-0.4277,0.4558,0.0001,24.8127
50,15,140.4227,8.4552,1.0262,1.3243,-1.0096,0.8381,0.0000,24.6412
50,16,139.4333,9.1071,0.9906,1.2356,-5.8043,8.1298,0.0000,26.9667
50,17,133.7773,15.2459,0.7014,0.4951,-7.0431,8.1955,0.0002,28.1188
50,18,126.6672,21.8787,0.4349,-0.0888,-6.5837,-1.4093,0.0003,20.1256
50,19,117.2805,19.0324,0.4625,0.0736,-3.3778,-0.7546,0.0001,15.9931
50,20,109.5130,27.5313,0.1653,-0.3943,-1.8076,-0.0590,0.0003,14.1262
50,21,105.6047,26.7298,0.1483,-0.2652,-0.9790,-2.5901,0.0001,10.5571
50,22,99.6822,33.2991,-0.0630,-0.5644,-0.2739,-1.6092,0.0002,8.6738
50,23,97.8351,39.3677,-0.2378,-0.7206,-0.0531,3.4462,0.0001,12.0667
50,24,98.6787,33.2620,-0.0910,-0.4636,-1.4541,0.9061,0.0002,11.5185
50,25,104.7947,32.0045,-0.0250,-0.4640,0.2036,-3.0404,0.0000,8.6817
50,26,102.5574,38.5631,-0.2108,-0.7104,-0.0357,0.2105,0.0002,8.8562
50,27,103.9864,38.1095,-0.1953,-0.6242,-0.1356,2.0061,0.0001,10.7267
50,28,104.6298,35.2856,-0.1273,-0.5448,-0.9298,2.2352,0.0001,12.0321
50,29,109.3915,31.7045,-0.0159,-0.4251,1.3688,-7.0302,0.0001,6.3705
51,0,100.0000,13.3333,0.5460,0.3838,0.0000,-0.0000,0.0002,-0.0002
51,1,104.8716,6.2921,0.8386,1.1728,1.6173,0.8488,0.0001,2.4658
51,2,107.8340,8.5036,0.8665,1.3471,-1.7065,1.1344,0.0000,1.8937
51,3,105.7992,9.4708,0.8227,1.2730,-0.7067,1.9000,0.0000,3.0869
51,4,104.9836,10.8812,0.7401,1.0215,-0.0049,0.7654,0.0001,3.8474
51,5,104.9777,11.4825,0.6881,0.7981,1.2991,0.4113,0.0000,5.5577
51,6,106.7331,11.8851,0.6688,0.6697,-1.6635,4.7501,0.0000,8.6444
51,7,104.3158,17.8367,0.4565,0.1027,-0.4484,-1.5998,0.0002,6.5960
51,8,103.6454,15.4481,0.5338,0.2710,-0.8091,0.7838,0.0001,6.5707
51,9,101.8731,23.0821,0.2947,-0.2207,3.5271,-1.5425,0.0002,8.5551
51,10,108.4810,17.3899,0.4807,0.1715,-0.7322,-0.8852,0.0001,6.9374
51,11,105.9966,21.4016,0.3613,-0.0987,2.6155,-0.5256,0.0001,9.0272
51,12,111.4379,18.3375,0.4684,0.1147,-1.3008,-0.5570,0.0001,7.1694
51,13,107.8380,23.9783,0.2848,-0.2386,1.6928,-0.4847,0.0002,8.3773
51,14,111.4521,19.7527,0.4127,0.0327,-0.7598,-1.5317,0.0001,6.0856
51,15,108.7840,26.1720,0.2196,-0.3303,0.4505,-0.0867,0.0002,6.4492
51,16,109.8755,23.5177,0.2822,-0.1572,-1.1122,-0.6386,0.0001,4.6984
51,17,104.8115,25.4512,0.2067,-0.2720,-0.8427,-0.8653,0.0001,2.9904
51,18,101.8254,30.9549,0.0365,-0.4646,-1.0315,0.3422,0.0001,2.3009
51,19,96.8341,29.6966,0.0298,-0.3813,0.0062,-1.5309,0.0000,0.7762
51,20,97.0035,32.9918,-0.0615,-0.5313,0.1327,2.8917,0.0001,3.8004
51,21,101.4619,25.4072,0.1457,-0.2141,-0.3865,-2.8326,0.0002,0.5811
51,22,107.7424,30.7386,0.0506,-0.4671,-1.1878,-1.5515,0.0001,-2.1583
51,23,99.5872,37.9850,-0.1936,-0.6880,0.3009,2.5490,0.0002,0.6915
51,24,105.5355,32.5275,-0.0346,-0.4326,0.2831,-4.7945,0.0002,-3.8200
51,25,104.0733,39.4960,-0.2225,-0.7550,0.0899,-3.2071,0.0002,-6.9375
51,26,101.4729,46.9090,-0.3939,-0.9205,1.1986,1.9373,0.0002,-3.8017
51,27,96.0863,44.3431,-0.3760,-0.8105,-2.4892,6.0662,0.0001,-0.2247
51,28,102.4050,37.7529,-0.2068,-0.6046,1.0118,0.8995,0.0002,1.6864
51,29,99.7145,36.6431,-0.1936,-0.6076,1.2969,-2.8151,0.0000,0.1682
52,0,100.0000,13.3333,0.5460,0.3838,0.0000,-0.0000,0.0002,-0.0002
52,1,103.7794,9.6010,0.7358,0.8553,3.3627,-2.5543,0.0001,0.8081
52,2,109.9385,2.9459,1.0463,1.7681,-1.6859,2.9889,0.0001,2.1109
52,3,107.6472,6.4405,1.0446,1.8979,-3.9937,-1.4484,0.0000,-3.3312
52,4,103.8301,5.6213,1.0845,2.0271,-3.3844,-4.8256,0.0000,-11.5412
52,5,100.5903,3.0786,1.2182,2.3403,3.6657,-3.3750,0.0000,-11.2506
52,6,103.9704,1.4137,1.3779,2.6516,0.6805,1.6888,0.0000,-8.8814
52,7,104.5291,2.1353,1.4301,2.7408,0.1733,2.9700,0.0000,-5.7381
52,8,104.6548,3.2554,1.4015,2.6722,1.8314,-6.2542,0.0000,-10.1609
52,9,105.9355,0.9735,1.4930,2.8358,0.8214,0.2912,0.0000,-9.0483
52,10,106.5216,1.0825,1.5384,2.9052,-0.2267,4.2389,0.0000,-5.0361
52,11,106.3697,2.5773,1.4857,2.7958,-0.9049,2.5356,0.0000,-3.4054
52,12,105.7815,3.4500,1.4087,2.6390,2.5041,5.8350,0.0000,4.9337
52,13,107.4670,5.5371,1.2683,2.3250,5.4900,0.2456,0.0001,10.6692
52,14,111.3642,5.6302,1.1960,2.1381,-0.9051,1.4160,0.0000,11.1801
52,15,110.6505,6.2392,1.1195,1.9424,5.7794,-3.2495,0.0000,13.7099
52,16,115.4828,4.7194,1.1775,2.0247,-1.1008,1.5714,0.0000,14.1805
52,17,114.4995,5.5283,1.1501,1.9513,1.6328,-0.4091,0.0000,15.4042
52,18,115.8862,5.3263,1.1518,1.9248,0.4084,0.1525,0.0000,15.9651
52,19,116.2413,5.4045,1.1448,1.8847,0.9247,-4.6585,0.0000,12.2313
52,20,117.0441,2.9842,1.2635,2.1442,1.4844,2.6188,0.0000,16.3344
52,21,118.3407,4.3738,1.2554,2.1140,-2.4910,3.3362,0.0000,17.1796
52,22,116.3692,5.9297,1.1566,1.8740,-3.3282,6.2573,0.0000,20.1087
52,23,113.7180,8.8897,0.9423,1.3045,4.4994,1.2492,0.0001,25.8571
52,24,117.6083,9.5562,0.8340,0.9219,-2.0273,-2.9821,0.0001,20.8475
52,25,115.4568,7.2703,0.8941,1.0240,0.5104,0.6237,0.0000,21.9816
52,26,116.0688,7.9468,0.8786,0.9829,-0.0185,-3.3259,0.0000,18.6372
52,27,116.0480,4.6988,1.0082,1.3112,0.5528,0.0671,0.0001,19.2570
52,28,116.6772,4.7671,1.0681,1.4598,-0.1618,2.3896,0.0000,21.4848
52,29,116.5167,6.5896,0.9982,1.2840,-1.6172,2.2538,0.0000,22.1214
53,0,100.0000,13.3333,0.5460,0.3838,-0.0000,0.0000,0.0002,-0.0002
53,1,98.1447,13.8013,0.5701,0.4097,0.5102,-0.3212,0.0000,0.1888
53,2,99.0791,12.9645,0.5958,0.4704,-0.4098,1.4206,0.0000,1.1996
53,3,98.3603,16.4317,0.4876,0.2061,0.0326,-0.1653,0.0001,1.0667
53,4,98.4150,16.0802,0.4999,0.2272,-1.6169,0.5918,0.0000,0.0416
53,5,95.0992,18.9515,0.3980,0.0233,-1.5771,0.7115,0.0001,-0.8241
53,6,91.9445,22.0832,0.2794,-0.1628,-0.8993,-0.1074,0.0001,-1.8308
53,7,89.6847,17.4831,0.3914,0.0852,-0.4788,-0.6277,0.0001,-2.9374
53,8,87.9709,21.3394,0.2725,-0.1659,2.9225,0.0612,0.0001,0.0462
53,9,95.4378,22.0579,0.2797,-0.1458,-0.4808,-1.2036,0.0000,-1.6382
53,10,93.6735,29.3135,0.0811,-0.4522,-1.6358,-0.0532,0.0002,-3.3275
53,11,87.8252,29.6784,0.0340,-0.3961,-0.0497,1.6743,0.0000,-1.7029
53,12,87.2121,25.9755,0.1142,-0.2859,0.2421,1.6658,0.0001,0.2050
53,13,94.3291,21.7696,0.2533,-0.1397,-0.1440,0.0309,0.0001,0.0919
53,14,93.0677,21.6614,0.2603,-0.1556,-1.0713,-0.9375,0.0000,-1.9170
53,15,88.8387,28.3736,0.0506,-0.4217,0.8900,-0.2142,0.0002,-1.2414
53,16,92.2585,29.7501,0.0229,-0.4017,0.1071,1.6693,0.0000,0.5350
53,17,94.3752,25.7917,0.1262,-0.2660,0.2661,4.1082,0.0001,4.9092
53,18,106.0033,15.5635,0.4698,0.1842,-0.6193,-1.4392,0.0002,2.8505
53,19,101.0950,20.9732,0.3117,-0.1454,4.9365,-1.2797,0.0001,6.5071
53,20,111.6031,14.0265,0.5664,0.3225,-1.2088,-0.7522,0.0002,4.5460
53,21,107.7250,19.2008,0.4011,-0.0269,-0.5898,-0.7555,0.0001,3.2004
53,22,106.6835,16.8581,0.4482,0.1212,2.4955,0.0829,0.0000,5.7788
53,23,112.9055,13.7762,0.5985,0.3504,-1.1237,-0.0286,0.0001,4.6264
53,24,110.3981,13.5399,0.6087,0.3844,0.6391,-1.3377,0.0000,3.9278
53,25,111.4658,9.7221,0.7444,0.6711,2.7069,0.4654,0.0001,7.1000
53,26,115.9131,10.9329,0.7477,0.6377,-0.1486,2.5598,0.0000,9.5112
53,27,115.7135,14.7472,0.6048,0.3334,9.7493,-2.0706,0.0001,17.1897
53,28,128.7530,11.5001,0.7689,0.6162,-0.1417,-0.9262,0.0001,16.1217
53,29,128.5187,8.7218,0.8792,0.8644,3.2314,-1.5368,0.0001,17.8163
54,0,100.0000,13.3333,0.5460,0.3838,0.0000,-0.0000,0.0002,-0.0002
54,1,103.6684,6.1980,0.8367,1.1774,1.5755,-0.9709,0.0001,0.6043
54,2,106.5543,3.6684,1.0670,1.8963,2.2234,0.6429,0.0001,3.4706
54,3,109.2117,4.2144,1.1742,2.2058,-2.6640,2.0272,0.0000,2.8337
54,4,106.7150,5.2834,1.1795,2.2374,2.7936,-5.4581,0.0000,0.1691
54,5,109.0942,2.8090,1.3093,2.4984,0.7384,4.3724,0.0000,5.2799
54,6,109.7202,4.7632,1.2845,2.4333,3.1263,-0.8022,0.0000,7.6041
54,7,112.1080,4.4421,1.2906,2.4276,-0.8026,0.3335,0.0000,7.1350
54,8,111.4832,4.5792,1.2801,2.3972,-3.6280,3.0493,0.0000,6.5564
54,9,108.6720,5.8353,1.1996,2.2204,0.8596,1.3874,0.0000,8.8033
54,10,109.3435,6.4140,1.1275,2.0413,-3.2769,6.7056,0.0000,12.2319
54,11,106.6120,9.4341,0.9266,1.5251,-9.7266,7.7052,0.0001,10.2105
54,12,97.9852,13.2087,0.6111,0.6500,-1.0986,-2.1684,0.0002,6.9433
54,13,96.7996,11.7869,0.6032,0.5009,-1.4505,3.5642,0.0000,9.0569
54,14,94.4260,17.2705,0.4093,0.0472,0.4491,-0.0500,0.0002,9.4558
54,15,95.1706,17.1706,0.4155,0.0730,0.9768,-0.0057,0.0000,10.4269
54,16,97.5568,17.0501,0.4284,0.0820,-2.8354,0.1757,0.0000,7.7672
54,17,90.7326,19.4579,0.3094,-0.0803,2.5906,-0.1133,0.0001,10.2444
54,18,96.7798,18.0756,0.3701,0.0224,-0.9766,0.1173,0.0000,9.3851
54,19,93.6236,16.6144,0.3963,0.0783,0.0364,-0.0241,0.0000,9.3974
54,20,93.7221,15.5387,0.4267,0.1295,1.5310,-0.2223,0.0000,10.7061
54,21,97.5857,12.7013,0.5501,0.3494,0.7705,-0.6229,0.0001,10.8536
54,22,99.3912,7.8899,0.7350,0.7349,-1.2879,0.3257,0.0001,9.8914
54,23,97.0500,8.8221,0.7229,0.7355,-0.0853,2.4251,0.0000,12.2312
54,24,96.9340,12.1221,0.5963,0.4297,-2.3621,2.5598,0.0001,12.4288
54,25,93.6666,15.6022,0.4296,0.1394,-2.4460,0.0199,0.0001,10.0025
54,26,89.5644,15.6485,0.3759,0.1007,-0.4144,0.4224,0.0000,10.0105
54,27,88.5998,18.6782,0.2660,-0.0712,1.4030,-0.1363,0.0001,11.2772
54,28,92.3322,17.3245,0.3106,0.0190,-1.4946,0.0418,0.0000,9.8244
54,29,86.7127,16.7373,0.2989,0.0213,1.1986,-0.0893,0.0000,10.9337
55,0,100.0000,13.3333,0.5460,0.3838,-0.0000,0.0000,0.0002,-0.0002
55,1,97.3967,17.4843,0.4567,0.1377,-0.2630,-1.1825,0.0001,-1.4458
55,2,96.9149,14.4034,0.5469,0.3415,-2.5215,0.0347,0.0001,-3.9327
55,3,91.3943,14.6551,0.5116,0.3005,-0.0190,1.0373,0.0000,-2.9144
55,4,91.3597,17.6928,0.4141,0.0732,-0.0879,-0.0980,0.0001,-3.1004
55,5,91.1878,17.3666,0.4200,0.1058,1.8456,-0.5864,0.0000,-1.8412
55,6,95.6450,9.3530,0.6592,0.6244,-0.2148,0.1149,0.0001,-1.9411
55,7,95.1337,10.4396,0.6660,0.7115,3.0711,-3.0476,0.0000,-1.9177
55,8,99.7924,5.5589,0.8969,1.3216,-0.6456,0.7560,0.0001,-1.8073
55,9,98.8231,6.6215,0.9108,1.4804,-0.2758,-0.2850,0.0000,-2.3681
55,10,98.5157,6.4058,0.9386,1.5757,2.3538,-1.8929,0.0000,-1.9073
55,11,101.1001,5.1271,1.0299,1.7921,-0.5373,-0.2101,0.0000,-2.6548
55,12,100.5276,4.9938,1.0710,1.9097,2.1200,-3.0265,0.0000,-3.5613
55,13,102.5861,3.3049,1.1854,2.1623,-1.7623,4.6179,0.0000,-0.7057
55,14,100.9407,5.7231,1.1100,1.9957,1.0735,3.1925,0.0000,3.5604
55,15,101.8463,7.1995,0.9960,1.6912,-0.5413,2.1190,0.0001,5.1379
55,16,101.3586,8.2613,0.8835,1.3476,-2.9340,6.5329,0.0001,8.7368
55,17,98.4128,12.1242,0.6335,0.6159,-2.2994,-0.5205,0.0002,5.9167
55,18,95.8101,11.7379,0.6044,0.4696,3.8088,-2.4533,0.0000,7.2722
55,19,101.8227,7.7546,0.7686,0.8053,1.1775,-1.3467,0.0001,7.1029
55,20,103.7708,4.8871,0.9368,1.2531,0.7695,-1.0969,0.0001,6.7754
55,21,104.7719,3.5250,1.0701,1.6584,1.0967,-0.3085,0.0000,7.5636
55,22,105.9426,3.2789,1.1559,1.9011,1.9469,0.2612,0.0000,9.7716
55,23,107.7620,3.4363,1.2027,2.0085,2.2921,-2.8259,0.0000,9.2378
55,24,109.7449,1.9499,1.3127,2.2398,2.3204,0.1773,0.0000,11.7354
55,25,111.6742,2.0381,1.3686,2.3456,2.0720,-1.8447,0.0000,11.9627
55,26,113.2527,1.2145,1.4440,2.4861,-1.7888,1.3303,0.0000,11.5042
55,27,111.9457,1.7817,1.4470,2.4850,-0.1494,2.4931,0.0000,13.8480
55,28,111.8422,2.7845,1.3953,2.3609,-4.2140,7.2084,0.0000,16.8424
55,29,108.9300,5.6852,1.1967,1.9009,1.8889,5.0291,0.0001,23.7603
56,0,100.0000,13.3333,0.5460,0.3838,0.0000,-0.0000,0.0002,-0.0002
56,1,100.9338,12.3110,0.6266,0.5433,0.0125,0.0303,0.0000,0.0426
56,2,100.9568,12.3899,0.6290,0.5820,2.1768,-1.6018,0.0000,0.6176
56,3,104.4309,9.4416,0.7551,0.9245,1.2308,0.4658,0.0001,2.3141
56,4,106.3876,10.2420,0.7540,0.9550,-0.4495,5.1643,0.0000,7.0289
56,5,105.7923,15.8279,0.5184,0.2970,1.2725,-0.2145,0.0002,8.0867
56,6,107.4799,15.6033,0.5518,0.2910,3.1040,-2.4019,0.0000,8.7889
56,7,113.4679,7.5150,0.8214,0.9582,1.9145,-0.1186,0.0001,10.5846
56,8,116.9377,7.1074,0.9457,1.3437,-2.9971,5.9998,0.0001,13.5872
56,9,113.2888,13.3689,0.6722,0.6717,-2.0461,4.1198,0.0002,15.6607
56,10,111.1252,16.4348,0.5269,0.2220,-0.1745,-0.5061,0.0001,14.9799
56,11,110.8656,15.6813,0.5562,0.2732,1.7798,-1.0898,0.0000,15.6699
56,12,114.2432,10.7715,0.7260,0.6341,0.0484,0.2744,0.0001,15.9927
56,13,114.3302,11.7760,0.7102,0.6218,-5.2626,3.9039,0.0000,14.6340
56,14,107.0815,17.9325,0.4562,0.0720,1.4213,-1.8600,0.0002,14.1950
56,15,109.0827,14.9413,0.5569,0.2835,0.1103,0.0548,0.0001,14.3600
56,16,109.3244,15.7025,0.5385,0.2395,2.9119,-0.7715,0.0000,16.5003
56,17,114.5534,12.9807,0.6536,0.4557,-3.4628,1.1583,0.0001,14.1958
56,18,108.1225,17.8168,0.4626,0.0791,-0.7556,1.3259,0.0001,14.7660
56,19,106.9664,20.7266,0.3566,-0.0819,1.2379,0.1537,0.0001,16.1575
56,20,109.6423,22.6701,0.3031,-0.1503,2.0772,-0.1260,0.0000,18.1086
56,21,115.4673,24.2080,0.2802,-0.1976,2.1942,0.2100,0.0000,20.5129
56,22,122.7069,22.8111,0.3550,-0.1083,-3.3010,-0.4532,0.0000,16.7587
56,23,110.9262,25.1046,0.2231,-0.2458,-3.4853,-0.8998,0.0001,12.3735
56,24,101.1071,33.4162,-0.0670,-0.5645,3.2733,0.7810,0.0002,16.4275
56,25,115.7767,30.2387,0.0785,-0.3559,0.2263,-1.4336,0.0001,15.2200
56,26,112.4000,32.7784,-0.0015,-0.4951,0.1099,0.2030,0.0001,15.5329
56,27,113.8005,32.2080,0.0116,-0.4376,-0.0024,1.0568,0.0000,16.5872
56,28,115.3767,30.0736,0.0697,-0.3729,-0.0590,0.4393,0.0000,16.9676
56,29,110.3086,29.0696,0.0660,-0.3533,-0.6264,-1.9614,0.0000,14.3798
57,0,100.0000,13.3333,0.5460,0.3838,-0.0000,0.0000,0.0002,-0.0002
57,1,99.8224,13.5547,0.5848,0.4348,4.9808,-2.7320,0.0000,2.2485
57,2,108.9454,6.4365,0.8619,1.1928,1.6218,-0.2152,0.0001,3.6551
57,3,111.7187,5.9416,1.0011,1.6728,3.0689,0.5740,0.0001,7.2980
57,4,115.2795,6.4229,1.0607,1.8645,4.2455,-4.0126,0.0000,7.5309
57,5,119.5203,4.0242,1.2219,2.2275,0.3900,0.3945,0.0001,8.3152
57,6,119.8879,4.2358,1.2849,2.3786,-0.5274,0.8195,0.0000,8.6073
57,7,119.4563,4.6037,1.2971,2.4033,-2.4693,4.7801,0.0000,10.9182
57,8,117.5345,6.6133,1.2009,2.1842,1.0006,-5.4339,0.0000,6.4848
57,9,118.3059,4.3523,1.2631,2.3066,-2.1764,7.4093,0.0000,11.7176
57,10,116.4936,7.7445,1.1156,1.9650,-2.5763,7.5753,0.0001,16.7166
57,11,114.4540,11.0287,0.8700,1.3022,-5.4016,9.5859,0.0002,20.9007
57,12,109.6121,15.9071,0.5325,0.3079,-0.7596,-2.4751,0.0003,17.6657
57,13,108.7391,14.0064,0.5900,0.3643,2.0628,-0.2184,0.0000,19.5100
57,14,112.6130,13.2972,0.6397,0.4464,-0.2046,-0.5266,0.0000,18.7788
57,15,112.2662,11.8518,0.6890,0.5563,-4.4735,1.5507,0.0000,15.8559
57,16,105.2729,15.3253,0.5375,0.2566,2.3087,-3.9890,0.0001,14.1756
57,17,108.6238,8.1548,0.7627,0.7528,1.9328,-0.2968,0.0001,15.8114
57,18,112.2200,6.9979,0.8850,1.0650,-1.6247,0.7651,0.0001,14.9518
57,19,110.0898,8.0142,0.8586,1.0430,-0.5608,1.2346,0.0000,15.6256
57,20,109.4561,9.1735,0.7977,0.8780,-2.7429,3.0093,0.0000,15.8920
57,21,106.2614,12.0587,0.6589,0.5286,-1.5006,-1.4935,0.0001,12.8978
57,22,104.3802,10.3578,0.6998,0.6094,-2.8158,0.6067,0.0000,10.6886
57,23,100.1064,11.5054,0.6381,0.4993,-2.3635,2.5196,0.0000,10.8446
57,24,96.7289,15.6397,0.4539,0.1565,-0.9601,-1.7686,0.0001,8.1158
57,25,95.2242,12.0972,0.5479,0.3817,1.8014,-0.1170,0.0001,9.8001
57,26,99.1930,11.3492,0.6122,0.4717,-0.6003,1.5666,0.0000,10.7664
57,27,98.0974,15.4533,0.4575,0.1708,0.5461,-1.6642,0.0001,9.6481
57,28,98.9893,11.9253,0.5678,0.4089,-2.5763,1.1687,0.0001,8.2404
57,29,93.3580,18.7695,0.2964,-0.0858,-2.4595,0.7520,0.0002,6.5328
58,0,100.0000,13.3333,0.5460,0.3838,0.0000,-0.0000,0.0002,-0.0002
58,1,100.2481,12.4675,0.6181,0.5236,-2.5120,0.3781,0.0000,-2.1341
58,2,95.6470,13.4527,0.5648,0.4367,4.0830,-2.4100,0.0000,-0.4611
58,3,102.2530,8.8496,0.7543,0.9145,0.6205,-0.1577,0.0001,0.0016
58,4,103.3516,8.4885,0.8181,1.1622,-2.0421,-1.3367,0.0000,-3.3772
58,5,100.6442,7.0269,0.8910,1.4367,-0.6099,-1.4594,0.0000,-5.4466
58,6,99.8986,5.7712,0.9776,1.7167,-1.8495,1.8619,0.0000,-5.4343
58,7,97.8227,7.0671,0.9471,1.6770,-2.4699,5.6139,0.0000,-2.2903
58,8,95.2963,10.3373,0.7620,1.1839,-0.7098,4.2931,0.0001,1.2930
58,9,94.5469,12.8974,0.5732,0.5516,-0.4685,-0.9036,0.0002,-0.0792
58,10,93.9321,12.1342,0.5745,0.4579,-0.0876,1.8158,0.0000,1.6490
58,11,93.7793,15.4260,0.4725,0.1943,3.4538,-0.3473,0.0001,4.7554
58,12,99.7913,14.6675,0.5248,0.2685,-1.4837,0.2232,0.0000,3.4948
58,13,96.6512,15.8157,0.4760,0.1782,3.4876,-2.1008,0.0000,4.8815
58,14,103.2964,7.9901,0.7291,0.7224,-0.4513,-0.2225,0.0001,4.2077
58,15,102.3484,6.7412,0.8518,1.0808,-0.5733,1.5804,0.0001,5.2147
58,16,101.5620,8.9290,0.7789,0.9317,2.6388,1.3517,0.0000,9.2052
58,17,104.6599,10.1796,0.7202,0.7286,0.8537,2.1903,0.0000,12.2492
58,18,105.7560,12.5306,0.6356,0.4837,0.3821,-0.3199,0.0001,12.3114
58,19,106.2865,12.0916,0.6513,0.4924,1.5464,-3.0747,0.0000,10.7830
58,20,108.7194,5.7347,0.8703,1.0136,0.8027,-0.8722,0.0001,10.7134
58,21,109.9519,3.9634,1.0343,1.4889,-3.8817,4.9061,0.0001,11.7377
58,22,105.4917,8.8037,0.8440,1.0672,3.0230,-2.8281,0.0001,11.9326
58,23,108.4146,6.9043,0.8870,1.1007,1.0160,1.6769,0.0000,14.6254
58,24,109.6183,8.4756,0.8287,0.9301,1.9687,0.7985,0.0000,17.3926
58,25,111.8379,9.2010,0.7959,0.8072,1.7678,1.1263,0.0000,20.2866
58,26,113.9710,10.4119,0.7585,0.6868,2.4280,-2.8069,0.0000,19.9077
58,27,117.0215,6.9345,0.8828,0.9574,-3.6494,0.9559,0.0001,17.2141
58,28,112.2099,8.3263,0.8349,0.8975,4.8012,-2.3158,0.0000,19.6994
58,29,117.6488,5.9073,0.9481,1.1257,-3.1268,2.3796,0.0000,18.9522
59,0,100.0000,13.3333,0.5460,0.3838,-0.0000,0.0000,0.0002,-0.0002
59,1,93.8163,21.7874,0.3182,-0.1478,-1.2039,-0.4159,0.0002,-1.6202
59,2,91.6112,20.7038,0.3282,-0.0429,-0.9473,-0.4867,0.0000,-3.0543
59,3,88.6342,23.9969,0.2137,-0.2547,0.3817,0.1386,0.0001,-2.5341
59,4,89.7972,20.7674,0.2996,-0.0701,0.3912,0.6422,0.0001,-1.5008
59,5,91.6277,18.2455,0.3862,0.0578,0.2053,0.5412,0.0001,-0.7543
59,6,92.3130,10.5279,0.6147,0.5247,1.2057,-0.2666,0.0001,0.1847
59,7,95.4345,5.9159,0.8398,1.1720,-0.0252,0.3982,0.0001,0.5576
59,8,95.3935,6.6748,0.8796,1.4059,1.1003,1.7368,0.0000,3.3947
59,9,96.7038,8.1567,0.8328,1.3107,-0.6396,0.0446,0.0000,2.7996
59,10,95.9766,8.1884,0.8129,1.2303,-4.8217,6.5054,0.0000,4.4834
59,11,90.1872,13.1517,0.5448,0.4866,-0.6583,-4.2815,0.0002,-0.4566
59,12,89.3774,9.6716,0.6367,0.6237,0.8459,-1.5059,0.0000,-1.1166
59,13,90.9301,6.5767,0.7917,1.0218,-1.9851,1.9479,0.0001,-1.1539
59,14,87.8121,9.7000,0.6722,0.7717,1.2602,-1.0350,0.0001,-0.9287
59,15,89.4039,8.6870,0.6967,0.7835,2.9046,-1.6902,0.0000,0.2857
59,16,93.7249,6.4969,0.8201,1.0671,0.4692,0.3179,0.0001,1.0727
59,17,94.3984,6.9026,0.8350,1.1385,-0.7030,1.6163,0.0000,1.9860
59,18,93.5412,8.4172,0.7620,0.9501,0.0980,-2.5706,0.0000,-0.4866
59,19,93.6586,6.1594,0.8466,1.1353,1.4606,-1.5724,0.0000,-0.5984
59,20,95.5754,4.5044,0.9557,1.4365,1.5305,-0.8974,0.0000,0.0347
59,21,97.3832,3.7140,1.0498,1.6943,-0.1335,-0.1375,0.0000,-0.2364
59,22,97.2435,3.6183,1.1009,1.8338,0.6982,-1.4581,0.0000,-0.9963
59,23,97.9085,2.7577,1.1783,2.0087,2.3863,-1.6326,0.0000,-0.2427
59,24,100.0762,1.8674,1.2740,2.2094,-0.2872,2.9048,0.0000,2.3750
59,25,99.8325,3.3135,1.2442,2.1324,-3.3516,6.9388,0.0000,5.9621
59,26,97.2017,6.4541,1.0438,1.6520,0.1569,3.4463,0.0001,9.5652
59,27,97.3278,8.0702,0.8588,1.1235,4.2575,-0.2279,0.0001,13.5947
59,28,101.4068,7.9322,0.8000,0.9141,-0.3018,2.2765,0.0000,15.5693
59,29,101.0554,9.9585,0.6993,0.6557,0.6152,0.1976,0.0001,16.3820
60,0,100.0000,13.3333,0.5460,0.3838,0.0000,-0.0000,0.0002,-0.0002
60,1,100.2297,8.6395,0.7542,0.9450,0.6253,1.1562,0.0001,1.7812
60,2,101.3751,11.6519,0.6723,0.8004,-5.4230,2.8020,0.0000,-0.8399
60,3,94.1849,14.6170,0.5073,0.3459,-0.4064,0.5737,0.0001,-0.6728
60,4,93.5804,15.3337,0.4947,0.2490,-1.4639,1.5055,0.0000,-0.6311
60,5,90.6951,19.6856,0.3511,-0.0498,1.6331,-1.1262,0.0001,-0.1243
60,6,93.9962,15.1621,0.4937,0.2487,-0.2676,-0.0253,0.0001,-0.4173
60,7,93.2340,15.6695,0.4775,0.2050,1.5531,0.7726,0.0000,1.9084
60,8,96.3801,18.7756,0.3996,0.0221,1.3605,-1.9388,0.0001,1.3300
60,9,99.2292,9.3165,0.6630,0.6048,-0.7819,0.0748,0.0001,0.6227
